first_author,year,title,type,collections,tags,zotero_item_id,evidence_grade,verification_status,claim_use_allowed
Jones,2019.0,"Propaganda, Fake News, and Fake Trends: The Weaponization of Twitter Bots in the Gulf Crisis.",journalArticle,twittergeopolitics2b,Gulf crisis; Middle East; Qatar; Twitter; bots; computational propaganda,ZOT_3cf3ce59e69c,metadata_only,unverified,bibliographic_inventory_only_until_verified
Heiss,2019.0,Populist Twitter Posts in News Stories Statement Recognition and the Polarizing Effects on Candidate Evaluation and Anti-Immigrant Attitudes.,journalArticle,twittergeopolitics2b,Confirmation bias; disconfirmation bias; hybrid media system; political polarization; populism; social media,ZOT_6965121cce78,metadata_only,unverified,bibliographic_inventory_only_until_verified
Xia,2019.0,"Disinformation, performed: self-presentation of a Russian IRA account on Twitter.",journalArticle,twittergeopolitics2b,Disinformation; affordances; authenticity; performance; self-presentation; social media,ZOT_78c2fb44a9ac,metadata_only,unverified,bibliographic_inventory_only_until_verified
Schafer,2019.0,Paris and Nice terrorist attacks: Exploring Twitter and web archives.,journalArticle,twittergeopolitics2b,Twitter; attacks; born-digital heritage; heritagization; terrorism; web; web archives,ZOT_728e5fbc3f7b,metadata_only,unverified,bibliographic_inventory_only_until_verified
Al Baghal,2019.0,Linking Twitter and Survey Data: The Impact of Survey Mode and Demographics on Consent Rates Across Three UK Studies.,journalArticle,twittergeopolitics2b,Twitter; consent; linkage; mode effects; surveys,ZOT_c665734ea64b,metadata_only,unverified,bibliographic_inventory_only_until_verified
Nikolayenko,2019.0,Framing and counter-framing a Peace March in Russia: the use of Twitter during a hybrid war.,journalArticle,twittergeopolitics2b,Antiwar protests; Russia; framing; hybrid war; peace march; social media,ZOT_6808db27d2ef,metadata_only,unverified,bibliographic_inventory_only_until_verified
Torregrosa,2019.0,Linguistic analysis of pro-ISIS users on Twitter.,journalArticle,twittergeopolitics2b,ISIS; Linguistics; Twitter; jihadism; political extremism; radicalization,ZOT_4cac8a9702fd,metadata_only,unverified,bibliographic_inventory_only_until_verified
Southern,2019.0,"Twitter, Incivility and �Everyday� Gendered Othering: An Analysis of Tweets Sent to UK Members of Parliament.",journalArticle,twittergeopolitics2b,Twitter; gender; incivility; othering; representation,ZOT_2abd85ca4dd5,metadata_only,unverified,bibliographic_inventory_only_until_verified
Ruoho,2019.0,the inner circle of power on twitter? How politicians and journalists form a virtual network elite in Finland.,journalArticle,twittergeopolitics2b,Digitalization of media; Mediated elites; Political communication,ZOT_ba9e1751cd76,metadata_only,unverified,bibliographic_inventory_only_until_verified
Boukes,2019.0,Social network sites and acquiring current affairs knowledge: The impact of Twitter and Facebook usage on learning about the news.,journalArticle,twittergeopolitics2b,Facebook; Social network sites; Twitter; current affairs knowledge; knowledge gap; learning effects; social media,ZOT_3ce8c61416b3,metadata_only,unverified,bibliographic_inventory_only_until_verified
Faisal,2019.0,CPEC and Regional Connectivity,journalArticle,Afghanistan,,ZOT_477d4ddcd5ee,metadata_only,unverified,bibliographic_inventory_only_until_verified
Miles,2019.0,"Trump, Twitter, and Public Dissuasion: A Natural Experiment in Presidential Rhetoric.",journalArticle,twittergeopolitics2b,President Trump; Twitter; guns,ZOT_39e94dc0945f,metadata_only,unverified,bibliographic_inventory_only_until_verified
Wang,2019.0,Common Core State Standards on Twitter: Public Sentiment and Opinion Leaders.,journalArticle,twittergeopolitics2b,education policy; network analysis; network science; policymaking; politics; sentiment analysis; social media; text mining; the Common Core State Standards,ZOT_cbb3bef51863,metadata_only,unverified,bibliographic_inventory_only_until_verified
Srinivasan,2019.0,Twitter Data for Predicting Election Results: Insights from Emotion Classification,journalArticle,twittergeopolitics2b,Human factors; Internet; Media; Social factors; Social implications of technology; Social networking (online); Twitter; emotion classification; limited size texts; microblogging sites; predicting election results; short size texts; social media; social network; social networking (online); text analysis; twitter data,ZOT_930a096f8de2,metadata_only,unverified,bibliographic_inventory_only_until_verified
Drus,2019.0,Sentiment Analysis in Social Media and Its Application: Systematic Literature Review,journalArticle,twitteropoliics,,ZOT_51c4a90e2374,metadata_only,unverified,bibliographic_inventory_only_until_verified
Titumir,2019.0,Strategic Implications of China’s Belt and Road Initiative (BRI): The Case of Bangladesh,journalArticle,BRI-EEU,,ZOT_bd42b7f1b0de,metadata_only,unverified,bibliographic_inventory_only_until_verified
Warner,2019.0,Securitization of climate change: How invoking global dangers for instrumental ends can backfire,journalArticle,climate_change,,ZOT_d20c91112c95,metadata_only,unverified,bibliographic_inventory_only_until_verified
Jiang,2019.0,Monitoring the long-term desertification process and assessing the relative roles of its drivers in Central Asia,journalArticle,climate_change,,ZOT_33bad849c7f0,metadata_only,unverified,bibliographic_inventory_only_until_verified
Price,2019.0,Reconnecting Afghanistan,journalArticle,Afghanistan,,ZOT_8e66852d7de2,metadata_only,unverified,bibliographic_inventory_only_until_verified
Yuldasheva,2020.0,Iran-Uzbekistan Relations in the Regional Security Context,journalArticle,iran,,ZOT_592c80519103,metadata_only,unverified,bibliographic_inventory_only_until_verified
Sauvageot,2020.0,Between Russia as producer and Ukraine as a transit country: EU dilemma of interdependence and energy security,journalArticle,russiapipelines,,ZOT_fc83464d77d4,metadata_only,unverified,bibliographic_inventory_only_until_verified
O’Rourke,2020.0,The Strategic Logic of Covert Regime Change: US-Backed Regime Change Campaigns during the Cold War,journalArticle,GreatPowers,,ZOT_f7a787e02544,metadata_only,unverified,bibliographic_inventory_only_until_verified
Basit,2020.0,Barelvi Political Activism and Religious Mobilization in Pakistan: The Case of Tehreek-e-Labaik Pakistan (TLP),journalArticle,southasia,,ZOT_5df5746a23e3,metadata_only,unverified,bibliographic_inventory_only_until_verified
Garnett,2020.0,Vulnerability of the United Kingdom’s food supply chains exposed by COVID-19,journalArticle,,Business and industry; Business and management; Complex networks; Operational research,ZOT_e8c0aa5f8ff1,metadata_only,unverified,bibliographic_inventory_only_until_verified
UNCTAD,2020.0,Framework for the Voluntary Sustainability Standards (VSS) Assessment Toolkit,journalArticle,environment,,ZOT_ac6b36d35b7b,metadata_only,unverified,bibliographic_inventory_only_until_verified
Wignaraja,2020.0,Chinese Investment and the BRI in Sri Lanka,journalArticle,BRI-EEU,,ZOT_75db7d470417,metadata_only,unverified,bibliographic_inventory_only_until_verified
Murton,2020.0,Trans-Himalayan power corridors: Infrastructural politics and China's Belt and Road Initiative in Nepal,journalArticle,BRI-EEU,BRI; China; Corridors; Himalaya; Hydropower; Infrastructure; Nepal; Roads,ZOT_65e6eeed98f9,metadata_only,unverified,bibliographic_inventory_only_until_verified
Murton,2020.0,Trans-Himalayan power corridors: Infrastructural politics and China's Belt and Road Initiative in Nepal,journalArticle,BRI-EEU,BRI; China; Corridors; Himalaya; Hydropower; Infrastructure; Nepal; Roads,ZOT_19e4dbe58081,metadata_only,unverified,bibliographic_inventory_only_until_verified
Khalfi,2020.0,Agreement On The Joint Comprehensive Plan Of Action (JCPOA) Between Iran And The United States,journalArticle,climate_change,,ZOT_b1077dbaba74,metadata_only,unverified,bibliographic_inventory_only_until_verified
Hussaini,2020.0,Economic Growth and Higher Education in South Asian Countries: Evidence from Econometrics,journalArticle,environment,,ZOT_9cd4f9e619dd,metadata_only,unverified,bibliographic_inventory_only_until_verified
Ul-Haq,2020.0,Energy Scenario in South Asia: Analytical Assessment and Policy Implications,journalArticle,energy_statistics,Asia; Economic indicators; Energy mix; Government; Renewable energy sources; SWOT analysis; Sociology; Statistics; policy; regional trade,ZOT_83790dcbbac6,metadata_only,unverified,bibliographic_inventory_only_until_verified
Khan,2020.0,Resistance in disguise and the re-construction of identity: a case of the Pashtuns in Pakistan,journalArticle,pakistan,,ZOT_5228d8e669b2,metadata_only,unverified,bibliographic_inventory_only_until_verified
Mohib,2021.0,Impact of Road Transport Infrastructure on Economic Growth: Evidence from Afghanistan,journalArticle,Afghanistan,,ZOT_b69ed2647954,metadata_only,unverified,bibliographic_inventory_only_until_verified
Jalali,2021.0,The Geopolitics of Afghan-Iranian Relations,journalArticle,Afghanistan,,ZOT_9080c22e1c98,metadata_only,unverified,bibliographic_inventory_only_until_verified
Orokboev,2021.0,Trans-Afghan Transport Corridor: With Hope for the Future,journalArticle,Afghanistan,,ZOT_fda6be20efac,metadata_only,unverified,bibliographic_inventory_only_until_verified
Tankosić,2022.0,Food Safety Policy in the European Union,journalArticle,environment,,ZOT_d35fea91998d,metadata_only,unverified,bibliographic_inventory_only_until_verified
Khan,2022.0,China’s foreign policy shift from belt and road initiative to global development initiative: impacts on maritime geopolitics of the Indian ocean region,journalArticle,BRI-EEU,Maritime Geopolitics,ZOT_ad772d856478,metadata_only,unverified,bibliographic_inventory_only_until_verified
Lei,2022.0,Global Development Initiative: An International Public Goods to Promote Common Development,journalArticle,BRI-EEU,,ZOT_2df844db8f8a,metadata_only,unverified,bibliographic_inventory_only_until_verified
Kamburawala,2022.0,Belt and Road Initiative (BRI) and Sri Lanka: A Review of Literature,journalArticle,,,ZOT_490829c66714,metadata_only,unverified,bibliographic_inventory_only_until_verified
Yan,2022.0,Food security in South Asia under climate change and economic policies,journalArticle,foodsecurity,Climate change; Fiscal policy; Food security; GDP; SAFTA; South Asia; Trade policy; Welfare; Yields,ZOT_177ec093db82,metadata_only,unverified,bibliographic_inventory_only_until_verified
Akbarzadeh,2023.0,"Soft power, hard power dynamics: the case of Iran in Afghanistan",journalArticle,Afghanistan,,ZOT_3d492c956249,metadata_only,unverified,bibliographic_inventory_only_until_verified
Hessami,2023.0,Avoiding a Central Asian Water War: Challenges and Opportunities for Cooperation between the Islamic Republic of Iran and the Islamic Emirate of Afghanistan,journalArticle,Afghanistan,,ZOT_b590b2947c1c,metadata_only,unverified,bibliographic_inventory_only_until_verified
Wei,2023.0,SCO and the Belt and Road Initiative – the Prospect of Double Insurance to Afghanistan,journalArticle,Afghanistan,,ZOT_996c9961aaa3,metadata_only,unverified,bibliographic_inventory_only_until_verified
Zaki,2023.0,Literature Review on Belt and Road Initiative’s Integration for Trade Connectivity of Afghanistan,journalArticle,Afghanistan,,ZOT_55fbece58885,metadata_only,unverified,bibliographic_inventory_only_until_verified
Iqbal,2023.0,The Pashtun Tahafuz Movement as a Template for Non-Violent Collective behaviour,journalArticle,pakistan,Collective behaviour; Non-Violence; Pashtuns; Social movements,ZOT_6a4477d78581,metadata_only,unverified,bibliographic_inventory_only_until_verified
Yar,2024.0,Afghanistan's Geopolitical and Geo-economic Significance in Regional Connectivity and Development,journalArticle,Afghanistan,Afghanistan; Central Asia; Geo-Economics; Geographical Location; Geopolitics; South Asia,ZOT_2491d866b2b6,metadata_only,unverified,bibliographic_inventory_only_until_verified
Yawar,2024.0,Examining the Position of Afghanistan in the New Plan of China's Belt and Road Initiative (With Emphasis on Media Strategies),journalArticle,Afghanistan,,ZOT_471edfae6034,metadata_only,unverified,bibliographic_inventory_only_until_verified
Sarbiland,2024.0,"China-Afghanistan Relations And The Wakhan Corridor: Assessing Economic Interests, Infrastructural Development, And Geopolitical Implications",journalArticle,Afghanistan,China-Afghanistan Relations; Economic Interests; Geopolitical Implications; Infrastructural Development; Wakhan Corridor,ZOT_8e9bd5544f2f,metadata_only,unverified,bibliographic_inventory_only_until_verified
Yar,2024.0,Afghanistan's Geopolitical and Geo-economic Significance in Regional Connectivity and Development,journalArticle,Afghanistan,Afghanistan; Central Asia; Geo-Economics; Geographical Location; Geopolitics; South Asia,ZOT_3822b7dd7c08,metadata_only,unverified,bibliographic_inventory_only_until_verified
Atif,2024.0,The Geopolitical Location of Afghanistan: Opportunities and Challenges in Relations with South and Central Asian Countries,journalArticle,Afghanistan,,ZOT_f0edbdabe594,metadata_only,unverified,bibliographic_inventory_only_until_verified
Neshat Keliwaal,2024.0,"North-South Transport Corridor Opportunities, Challenges, and the Role of Afghanistan",journalArticle,Afghanistan,,ZOT_b88841ec9ff0,metadata_only,unverified,bibliographic_inventory_only_until_verified
Сайдалиева,2025.0,THE ROLE OF TRANSIT POLICY IN AFGHANISTAN’S ECONOMIC GROWTH,journalArticle,Afghanistan,,ZOT_809ba3ef10be,metadata_only,unverified,bibliographic_inventory_only_until_verified
Kulyntay,2025.0,"Transport and Communication Potential of Central Asia: EU Interests, Challenges, and Prospects",journalArticle,Afghanistan,,ZOT_751637d91dd6,metadata_only,unverified,bibliographic_inventory_only_until_verified
Saydaliyeva,2025.0,THE ROLE OF TRANSIT POLICY IN AFGHANISTAN’S ECONOMIC GROWTH,journalArticle,Afghanistan,,ZOT_c54e9598ee93,metadata_only,unverified,bibliographic_inventory_only_until_verified
Dhaka,,The Geoeconomic Simulacrum of BRI and the South Asian Regional Security Complex,journalArticle,BRI-EEU,,ZOT_94012031a161,metadata_only,unverified,bibliographic_inventory_only_until_verified
Chase-Dunn,,Response to Barry Buzan and George Lawson: The global transformation: The 1...,journalArticle,economicglobalism,,ZOT_73c086efac12,metadata_only,unverified,bibliographic_inventory_only_until_verified
Assef,,China's control of the heavens_the space silk road,journalArticle,OBOR_train,,ZOT_930253b77c6b,metadata_only,unverified,bibliographic_inventory_only_until_verified
Roesslein,,tweepy Documentation,journalArticle,twitteropoliics,,ZOT_d09993f2f858,metadata_only,unverified,bibliographic_inventory_only_until_verified
杨宇,,中国海外油气依存的现状、地缘风险与应对策略,journalArticle,oilrussiachina,,ZOT_41104a8933ac,metadata_only,unverified,bibliographic_inventory_only_until_verified
Mitrova,,THE GEOPOLITICS OF RUSSIAN NATURAL GAS,journalArticle,russiapipelines,,ZOT_299b7da1992b,metadata_only,unverified,bibliographic_inventory_only_until_verified
Tahir,,"China, Pakistan, and Afghanistan: Partnership for Regional Peace",journalArticle,Afghanistan,,ZOT_eb29ad6b9ca5,metadata_only,unverified,bibliographic_inventory_only_until_verified
Ali,,Importance and Implications of CPEC in South Asia: The Indian Factor,journalArticle,BRI-EEU,,ZOT_a46420d48de5,metadata_only,unverified,bibliographic_inventory_only_until_verified
Abid,,CPEC: Challenges and Opportunities for Pakistan,journalArticle,BRI-EEU,,ZOT_419805c2098e,metadata_only,unverified,bibliographic_inventory_only_until_verified
Bergner,,Developing Nepal’s Hydroelectric Resources: Policy Alternatives,journalArticle,pakgeoecnomics,,ZOT_553bdc46600c,metadata_only,unverified,bibliographic_inventory_only_until_verified
Wijayatunga,,An Overview of Energy Cooperation in South Asia,journalArticle,energy_statistics,,ZOT_61bbb9da7eb3,metadata_only,unverified,bibliographic_inventory_only_until_verified
Kulyntay,,"Transport and Communication Potential of Central Asia: EU Interests, Challenges, and Prospects",journalArticle,Afghanistan,,ZOT_b209ded93379,metadata_only,unverified,bibliographic_inventory_only_until_verified
Cacicedo,,Opportunities for the EU?,journalArticle,Afghanistan,,ZOT_417797e21cc4,metadata_only,unverified,bibliographic_inventory_only_until_verified
Malikyar,,BELT AND ROAD INITIATIVE AND AFGHANISTAN,journalArticle,Afghanistan,,ZOT_56e7a48ed800,metadata_only,unverified,bibliographic_inventory_only_until_verified
Maoz,2003.0,Domestic Politics of Regional Security: Theoretical Perspectives and Middle Eastern Patterns,magazineArticle,securitycomplex,,ZOT_bfa19fc50c3e,metadata_only,unverified,bibliographic_inventory_only_until_verified
Motlagh,2010.0,"With U.S. Approval, Moscow Heads Back to Afghanistan",magazineArticle,newspaper,,ZOT_3d6dc18dcfd7,metadata_only,unverified,bibliographic_inventory_only_until_verified
Minghao,2015.0,China’s new Silk Road initiative,magazineArticle,OBOR_train,,ZOT_162699f6da9c,metadata_only,unverified,bibliographic_inventory_only_until_verified
,2015.0,Poisoned legacy,magazineArticle,uzbekistan,,ZOT_78f12727351c,metadata_only,unverified,bibliographic_inventory_only_until_verified
Koshkin,2017.0,Can Russia realistically integrate with China and Europe at the same time? | Russia Direct,magazineArticle,economicglobalism,,ZOT_f79e43099055,metadata_only,unverified,bibliographic_inventory_only_until_verified
Pannie,2019.0,Putin Offers Russian Help To Build Kazakh Nuclear Plant,magazineArticle,centralAsia,,ZOT_03285b0e97ac,metadata_only,unverified,bibliographic_inventory_only_until_verified
,2019.0,A deal to end the insurgency in Afghanistan would be wonderful,magazineArticle,taliban,,ZOT_217159989e6c,metadata_only,unverified,bibliographic_inventory_only_until_verified
,2019.0,The Nord Stream 2 gas pipeline is a Russian trap,magazineArticle,russiapipelines,,ZOT_ce84655daf3e,metadata_only,unverified,bibliographic_inventory_only_until_verified
Kashifi,2019.0,Overview of Afghanistan Transportation,magazineArticle,Afghanistan,,ZOT_b0a9c1fd0244,metadata_only,unverified,bibliographic_inventory_only_until_verified
Coppins,2020.0,The Billion-Dollar Disinformation Campaign to Reelect the President,magazineArticle,Geopolitics,,ZOT_545d355a7360,metadata_only,unverified,bibliographic_inventory_only_until_verified
Peterson,2021.0,‘Back to the darkness’: Afghan women speak from Taliban territory,magazineArticle,taliban2,,ZOT_d2fa72ca2c84,metadata_only,unverified,bibliographic_inventory_only_until_verified
Economist.com,2022.0,Why the war in Ukraine is driving up Europe’s use of coal—and its price,magazineArticle,environment,,ZOT_e121b43c6243,metadata_only,unverified,bibliographic_inventory_only_until_verified
Iden,2022.0,Power of Siberia 2 Pipeline Puts Ever More Pressure on Europe,magazineArticle,russiapipelines,,ZOT_7596a8c4227d,metadata_only,unverified,bibliographic_inventory_only_until_verified
Jehl,1998.0,Iran Holds Taliban Responsible for 9 Diplomats' Deaths,newspaperArticle,taliban_twitter,,ZOT_37acd3913fa0,metadata_only,unverified,bibliographic_inventory_only_until_verified
Brooke,2004.0,The Asian Battle for Russia's Oil and Gas,newspaperArticle,oilrussiachina,,ZOT_67840f3f4396,metadata_only,unverified,bibliographic_inventory_only_until_verified
Fukuyama,2006.0,After Neoconservatism,newspaperArticle,Geopolitics,,ZOT_2e205c0db8b2,metadata_only,unverified,bibliographic_inventory_only_until_verified
Moskvitch,2011.0,Smart jeans: A cause for concern?,newspaperArticle,russiapipelines,,ZOT_14a356a2bb48,metadata_only,unverified,bibliographic_inventory_only_until_verified
ET Bureau,2013.0,Ajmer Sharif Dargah spiritual head to boycott Pakistan PM's visit,newspaperArticle,dargah_sharif,,ZOT_7861f1b6564e,metadata_only,unverified,bibliographic_inventory_only_until_verified
Ehsas,2013.0,Balkh oil refinery resumes production,newspaperArticle,WorldFocus,,ZOT_c4af0feb1bbf,metadata_only,unverified,bibliographic_inventory_only_until_verified
Donati,2013.0,UPDATE 1-Missing refinery deal halts landmark China-Afghan oil project,newspaperArticle,WorldFocus,,ZOT_86aa0b4ed6d9,metadata_only,unverified,bibliographic_inventory_only_until_verified
Rubin,2013.0,Afghan Leader Says U.S. Abets Taliban’s Goal,newspaperArticle,taliban2,,ZOT_e35d2995e938,metadata_only,unverified,bibliographic_inventory_only_until_verified
Aziz,2014.0,The ISI’s Great Game in Afghanistan,newspaperArticle,WorldFocus,,ZOT_71bfe924518c,metadata_only,unverified,bibliographic_inventory_only_until_verified
TCA,2014.0,"Turkmenistan, Afghanistan, Pakistan and India establish landmark TAPI pipeline company",newspaperArticle,WorldFocus,AFGHANISTAN; Asian Development Bank -- Officials and employees; Gas transmission industry -- International economic relations; Gas transmission industry -- Officials and employees; Gas utilities -- International economic relations; Gas utilities -- Officials and employees; India; Natural gas -- Pipe lines; Pakistan; Turkmenistan,ZOT_50b4a22c0191,metadata_only,unverified,bibliographic_inventory_only_until_verified
Romanowski,2014.0,Central Asia’s Energy Rush,newspaperArticle,WorldFocus,,ZOT_96a4cbfe6f2e,metadata_only,unverified,bibliographic_inventory_only_until_verified
PTI,2016.0,India keen on setting up LNG terminal at Iranian port,newspaperArticle,centralAsia,,ZOT_32a608df1891,metadata_only,unverified,bibliographic_inventory_only_until_verified
Hart,2016.0,Central Asia’s Oil and Gas Now Flows to the East,newspaperArticle,WorldFocus,,ZOT_642562fc2762,metadata_only,unverified,bibliographic_inventory_only_until_verified
,2016.0,Building the world's tallest dam,newspaperArticle,OBOR_train,,ZOT_629d48b68ef7,metadata_only,unverified,bibliographic_inventory_only_until_verified
Stanway,2016.0,China to boost nuclear fuel reserves to feed new reactors,newspaperArticle,SCO,,ZOT_f451081c2dfa,metadata_only,unverified,bibliographic_inventory_only_until_verified
BBCNews,2017.0,'Silk Road' freight train from China arrives in Barking,newspaperArticle,OBOR_train,,ZOT_0e4228659745,metadata_only,unverified,bibliographic_inventory_only_until_verified
Huaxia,2017.0,Spotlight: Chinese landmark concept put into UN Security Council resolution for 1st time,newspaperArticle,CPEC,,ZOT_120cc91ea50b,metadata_only,unverified,bibliographic_inventory_only_until_verified
Chaudhury,2017.0,European MPs caution OBOR could make continent subservient to China,newspaperArticle,economicglobalism,,ZOT_0c20b7967ad4,metadata_only,unverified,bibliographic_inventory_only_until_verified
Bhattacharjee,2017.0,"Race for supremacy: India, Japan plan alternative to counter China's OBOR",newspaperArticle,economicglobalism,,ZOT_a7d98f939966,metadata_only,unverified,bibliographic_inventory_only_until_verified
PTI,2017.0,'China willing to give Sri Lanka $ 24 billion more as part of OBOR',newspaperArticle,economicglobalism,,ZOT_b71e908746d1,metadata_only,unverified,bibliographic_inventory_only_until_verified
PTI,2017.0,China to invest $50 billion to develop Indus River Cascade in Pakistan: Report,newspaperArticle,newspaper,,ZOT_e465c7fde8f9,metadata_only,unverified,bibliographic_inventory_only_until_verified
EWB,2017.0,India to skip Belt and Road Forum in China: Report,newspaperArticle,newspaper,,ZOT_211e739aaac5,metadata_only,unverified,bibliographic_inventory_only_until_verified
PTI,2017.0,"China ropes in US, Japan for silk road summit, India yet to confirm participation",newspaperArticle,newspaper,,ZOT_38cd4b05a8cd,metadata_only,unverified,bibliographic_inventory_only_until_verified
Akhlaqi,2017.0,Afghanistan: Transit hub for the region,newspaperArticle,WorldFocus,,ZOT_fbb816701e03,metadata_only,unverified,bibliographic_inventory_only_until_verified
Ashraf,2017.0,Casa-1000 formally inaugurated,newspaperArticle,WorldFocus,,ZOT_3cd557794b39,metadata_only,unverified,bibliographic_inventory_only_until_verified
Rasmussen,2017.0,Russia accused of supplying Taliban as power shifts create strange bedfellows,newspaperArticle,taliban2,,ZOT_e3fe47dedff6,metadata_only,unverified,bibliographic_inventory_only_until_verified
India TV,2017.0,"Mika Singh urges fans to celebrate Independence Day of India and 'Apna Pakistan', Twitter fumes",newspaperArticle,southasia,,ZOT_9142f1ef4122,metadata_only,unverified,bibliographic_inventory_only_until_verified
BBCNews,2017.0,اتن اور پشتون طلبا کا منفرد احتجاج,newspaperArticle,pakistan,,ZOT_9383507fa6d7,metadata_only,unverified,bibliographic_inventory_only_until_verified
PTI,2018.0,India gets cheapest LNG as Russia’s Gazprom begins supplies,newspaperArticle,russiapipelines,,ZOT_4122887baa22,metadata_only,unverified,bibliographic_inventory_only_until_verified
Murad,2018.0,I was an Isis sex slave. I tell my story because it is the best weapon I have | Nadia Murad,newspaperArticle,isis,,ZOT_a0837e964514,metadata_only,unverified,bibliographic_inventory_only_until_verified
,2018.0,"Afghan Shi'ite militia battles Taliban, raising sectarian fears",newspaperArticle,taliban,,ZOT_dbdd1e8224de,metadata_only,unverified,bibliographic_inventory_only_until_verified
Lubell,2018.0,Cash or custody: Israel kicks off deportation of African migrants,newspaperArticle,socialmedia,,ZOT_aefe37f38477,metadata_only,unverified,bibliographic_inventory_only_until_verified
Abed,2018.0,Taliban Pummel Security Forces Across Afghanistan,newspaperArticle,taliban,,ZOT_8cfff1cee9a1,metadata_only,unverified,bibliographic_inventory_only_until_verified
Nordland,2018.0,"Taliban Slaughter Elite Afghan Troops, and a ‘Safe’ District Is Falling",newspaperArticle,taliban,,ZOT_6184e02d24a2,metadata_only,unverified,bibliographic_inventory_only_until_verified
,2018.0,Dozens killed in Afghanistan fighting as sectarian threat grows,newspaperArticle,taliban,,ZOT_54a81111f1b5,metadata_only,unverified,bibliographic_inventory_only_until_verified
Millward,2018.0,Opinion | Is China a Colonial Power?,newspaperArticle,OBOR_train,,ZOT_6dada40d8a87,metadata_only,unverified,bibliographic_inventory_only_until_verified
Mashal,2018.0,C.I.A.’s Afghan Forces Leave a Trail of Abuse and Anger,newspaperArticle,taliban,,ZOT_cfc60261f35a,metadata_only,unverified,bibliographic_inventory_only_until_verified
editor,2018.0,Germany and Russia gas links: Trump is not only one to ask questions,newspaperArticle,russiapipelines,,ZOT_ae9a6defd4b5,metadata_only,unverified,bibliographic_inventory_only_until_verified
Times of Islamabad,2018.0,Afghan Taliban put forward stern demands in Russia for peace talks on Afghanistan war,newspaperArticle,taliban,,ZOT_f1926a0d28e5,metadata_only,unverified,bibliographic_inventory_only_until_verified
,2018.0,"Who Is Joel Zamel, the Australian-Israeli Linked to Mueller’s Trump Probe?",newspaperArticle,twittergeopolitics2b,,ZOT_f3a202a79cd7,metadata_only,unverified,bibliographic_inventory_only_until_verified
The Economic Times,2019.0,India signs pact expressing interest in taking stake in Far East Russian oilfields,newspaperArticle,centralAsia,,ZOT_05b5773d31c6,metadata_only,unverified,bibliographic_inventory_only_until_verified
Paris,2019.0,Shipping Companies Banking on Gas Carriers as LNG Demand Grows,newspaperArticle,centralAsia,,ZOT_bd485a01e6bd,metadata_only,unverified,bibliographic_inventory_only_until_verified
PTI,2019.0,"Gibraltar releases Iranian tanker, Indian crew despite US claim on vessel",newspaperArticle,centralAsia,,ZOT_f22e2edf5dc2,metadata_only,unverified,bibliographic_inventory_only_until_verified
ANI,2019.0,First India-Central Asia Dialogue to be held in Uzbekistan,newspaperArticle,centralAsia,,ZOT_2785ea678563,metadata_only,unverified,bibliographic_inventory_only_until_verified
,2019.0,Afghan election: Tense wait after day of attacks,newspaperArticle,taliban,,ZOT_8c45f7167589,metadata_only,unverified,bibliographic_inventory_only_until_verified
ANI,2019.0,Pakistan High Commissioner to India Mahmood lays traditional Chaddar at Dargah Ajmer Sharif,newspaperArticle,dargah_sharif,,ZOT_28abe572872e,metadata_only,unverified,bibliographic_inventory_only_until_verified
PTI,2019.0,"India, other countries must fight terrorists in Afghanistan, says Donald Trump",newspaperArticle,taliban,,ZOT_de088cf72d25,metadata_only,unverified,bibliographic_inventory_only_until_verified
Mashal,2019.0,"Once Jailed in Guantánamo, 5 Taliban Now Face U.S. at Peace Talks",newspaperArticle,taliban,,ZOT_953a35a11904,metadata_only,unverified,bibliographic_inventory_only_until_verified
,2019.0,Afghan Taliban reject talks with U.S. in Pakistan,newspaperArticle,taliban,,ZOT_59983ac0d58f,metadata_only,unverified,bibliographic_inventory_only_until_verified
,2019.0,Deadly Taliban attack on Afghan compound,newspaperArticle,taliban,,ZOT_026a2b0d24ee,metadata_only,unverified,bibliographic_inventory_only_until_verified
Golubkova,2019.0,Bids to destroy WTO or lower its role counter-productive: Putin,newspaperArticle,callforpapers,,ZOT_a75cadfb9138,metadata_only,unverified,bibliographic_inventory_only_until_verified
Sydney,2019.0,New Zealand is first Five Eyes country to join China’s Belt and Road project,newspaperArticle,BRI-EEU,,ZOT_cd1c517f2c71,metadata_only,unverified,bibliographic_inventory_only_until_verified
,2019.0,China Calls for U.S. and European Companies to Join Belt and Road,newspaperArticle,BRI-EEU,,ZOT_5fe278fd4384,metadata_only,unverified,bibliographic_inventory_only_until_verified
Tolo News,2019.0,Taliban Wants To Take Over Afghanistan: Ex-Pentagon Chief,newspaperArticle,taliban,,ZOT_0dc6892bb068,metadata_only,unverified,bibliographic_inventory_only_until_verified
,2019.0,"Russia, U.S., China aim to cajole Taliban into inter-Afghan talks",newspaperArticle,newspaper,,ZOT_151a126943a8,metadata_only,unverified,bibliographic_inventory_only_until_verified
Koofi,2019.0,Opinion | The Afghan Taliban Stage a Comeback,newspaperArticle,taliban,,ZOT_5e8237324adb,metadata_only,unverified,bibliographic_inventory_only_until_verified
,2019.0,Taliban appoints new political leader to join U.S.-Taliban peace talks,newspaperArticle,taliban,,ZOT_d932e87b8195,metadata_only,unverified,bibliographic_inventory_only_until_verified
