first_author,year,title,type,collections,tags
Barisione,2017,Social Media and European Politics: Rethinking Power and Legitimacy in the Digital Era,book,twitteropoliics,
Galbraith,2017,American Capitalism: The Concept of Countervailing Power,book,FDI,
Kreutzmann,2017,Wakhan Quadrangle: Exploration and Espionage During and After the Great Game,book,Afghanistan,
Rynning,2017,South Asia and the Great Powers: International Relations and Regional Security,book,Afghanistan,
Pantucci,2017,China’s Eurasian Pivot: The Silk Road Economic Belt,book,OBOR_train,
I.M.F.M.E.C. Asia,2017,"Islamic Republic of Afghanistan: 2017 Article IV Consultation and Second Review under the Extended Credit Facility Arrangement, and Request for Modification of Performance Criteria-Press Release; Staff Report; and Statement by the Executive Director for the Islamic Republic of Afghanistan",book,CPEC,
Choudhry,2017,Is Cpec Economic Corridor or a Strategic Game Plan?,book,CPEC,
Ciampaglia,2017,"Social informatics: 9th international conference, SocInfo 2017, Oxford, UK, September 13-15, 2017: proceedings. Part 2: ...",book,socialmedia,
Ohri,2017,Python for R Users: A Data Science Approach,book,twitteropoliics,
Chomsky,2017,Requiem for the American Dream: The 10 Principles of Concentration of Wealth & Power,book,socialmedia,
Barfield,2017,Afghanistan: a cultural and political history,book,sa653,
Ibrahimi,2017,"The Hazaras and the Afghan state: rebellion, exclusion and the struggle for recognition",book,sa654,
Ahmed,2017,Afghanistan rising: Islamic law and statecraft between the Ottoman and British empires,book,sa653; sa654,
Laruelle,2017,The Central Asia–Afghanistan Relationship: From Soviet Intervention to the Silk Road Initiatives,book,Afghanistan; sa653,
Lansford,2017,Afghanistan at War: From the 18th-Century Durrani Dynasty to the 21st Century,book,sa653; taliban,
Allison,2017,Destined for War: can America and China escape Thucydides’ Trap?,book,geoeconomics,History / Asia / China; History / Asia / General; History / Military / Ancient; History / Military / General; History / Military / Strategy; Political Science / Geopolitics; Political Science / History & Theory; Political Science / International Relations / Diplomacy; Political Science / International Relations / General; Political Science / Political Freedom; Political Science / Security (National & International); Technology & Engineering / Military Science
Narayanan,2018,India - Uzbekistan partnership in regional peace and stability: challenges and prospects,book,marina,
Michael,2018,Unrivaled: Why America Will Remain the World's Sole Superpower,book,realism,
Haas,2018,"The Ideological Origins of Great Power Politics, 1789-1989",book,realism,
Koch,2018,"The Geopolitics of Spectacle: Space, Synecdoche, and the New Capitals of Asia",book,Geopolitics,
Bucher,2018,If...Then: Algorithmic Power and Politics,book,twitteropoliics,
U. S. Committee On Foreign Affairs,2018,"Developments in the ""Other"" South Asia; Afghanistan, Bangladesh, Nepal, and Sri Lanka: Hearing and Markups on H. Con. Res. 278 and H. Con. Res. 216 Before the Subcommittee on Asia and the Pacific of the Committee on Foreign Affairs, House of Representativ",book,Afghanistan,
Haqqani,2018,Reimagining Pakistan: Transforming a Dysfunctional Nuclear State,book,Afghanistan,
Johny,2018,The ISIS Caliphate: From Syria to the Doorsteps of India,book,Afghanistan,
Brands,2018,American Grand Strategy in the Age of Trump,book,twitteropoliics,
Lei,2018,The Political Economy Of China's Belt And Road Initiative,book,SCO,
Zhang,2018,China's Belt and Road Initiative: Changing the Rules of Globalization,book,BRI-EEU,
Amirova‐Mammadova,2018,Pipeline Politics and Natural Gas Supply from Azerbaijan to Europe: Challenges and Perspectives,book,russiapipelines,
Sakwa,2018,Eurasia on the Edge: Managing Complexity,book,CICA,
Couldry,2018,The Mediated Construction of Reality,book,socialmedia,
Mearsheimer,2018,The great delusion: liberal dreams and international realities,book,Geopolitics,
Collombier,2018,Tribes and Global Jihadism.,book,taliban_twitter,
Collombier,2018,Tribes and global jihadism,book,sa654,
Shahrani,2018,Modern Afghanistan: the impact of 40 years of war,book,sa654,
Smolnikov,2018,Great power conduct and credibility in world politics,book,environment,
Nadal-Romero,2018,Badland dynamics in the context of global change,book,climate_change,Badlands; Climatic factors; Soil erosion
Ott,2019,The Twitter Presidency: Donald J. Trump and the Politics of White Rage,book,twitteropoliics,
Omelicheva,2019,Webs of Corruption: Trafficking and Terrorism in Central Asia,book,uzbekistan,
Gohardani,2019,"The Political Economy of Iran: Development, Revolution and Political Violence",book,iran,
Lee,2019,Afghanistan A History from 1260 to the Present,book,sa653,
Henderson,2019,The globalization of Russian gas: political and commercial catalysts,book,energy_statistics,
Dorani,2019,America in Afghanistan: foreign policy and decision making from Bush to Obama to Trump,book,sa653,
Ehsan,2019,"Democratisation process in Afghanistan: Islam, tradition and modernity",book,sa653,
IEA,2019,World Energy Statistics,book,CPEC,
Choudhary,2019,Climate change and agricultural ecosystems: current challenges and adaptation,book,climate_change,Agriculture; Climatic changes; Crops and climate; Economic aspects
Bolton,2020,The room where it happened: a White House memoir,book,realism,
Gustafson,2020,The bridge: natural gas in a redivided Europe,book,energy_statistics,
Romele,2020,Digital hermeneutics: philosophical investigations in new media and technologies,book,grounded_theory,Hermeneutics; Mass media and technology; Social aspects; Technology
Rubin,2020,Afghanistan: what everyone needs to know,book,sa653,
Mousavi,2020,The Hazaras of Afghanistan,book,sa653,
Vara Prasad,2020,Climate change and soil interactions,book,climate_change,Climatic changes; Plant-soil relationships; Soil biodiversity
Béteille,2020,"Ready to learn: before school, in school, and beyond school in South Asia",book,environment,
International Energy Agency,2021,World Energy Outlook 2021,book,energy_statistics,
Malkasian,2021,The American war in Afghanistan,book,sa653,
Levi-Sanchez,2021,Bridging state and civil society: informal organizations in Tajik/Afghan Badakhshan,book,sa654,
Taloor,2021,"Water, cryosphere, and climate change in the Himalayas: a geospatial approach",book,climate_change,
Ahmed,2022,The Belt and Road Initiative: geopolitical and geoeconomic aspects,book,BRI-EEU,
Falkner,2022,"Great powers, climate change and global environmental responsibilities",book,securitycomplex,
Grare,2022,The Indian Ocean as a New Political and Security Region,book,BRI-EEU,
Dalby,2022,Rethinking environmental security,book,environment,"Environmental aspects; Environmental policy; Security, International"
IPCC,2022,The Ocean and Cryosphere in a Changing Climate,book,climate_change,
Garg,2022,पर्यावरण भूगोल,book,climate_change,
Mamoria,2022,"भूगोल: पर्यावरण, आपदा प्रबंधन एवं जलवायु परिवर्तन",book,climate_change,
Intergovernmental Panel on Climate Change,2022,"Climate Change and Land: IPCC Special Report on Climate Change, Desertification, Land Degradation, Sustainable Land Management, Food Security, and Greenhouse Gas Fluxes in Terrestrial Ecosystems",book,environment,
IPCC,2022,"Climate Change and Land: IPCC Special Report on Climate Change, Desertification, Land Degradation, Sustainable Land Management, Food Security, and Greenhouse Gas Fluxes in Terrestrial Ecosystems",book,environment,
Haghirian,2023,China's economic and political presence in the Middle East and South Asia,book,sa653,
Pathak,,दास्तान ए हिमालय,book,climate_change,
Ziv,1986,IN VITRO HARDENING AND ACCLIMATIZATION OF TISSUE CULTURE PLANTS,bookSection,neetimehla,
Buzan,1986,The Role of the Smaller States in the South Asian Complex,bookSection,GreatPowers,
Batten,1995,Europe’s Hierarchical Network Economy,bookSection,economicglobalism,
Luttwak,1997,"PART 3: New World Order Geopolitics: Chapter 16: ""From Geopolitics to Geo-Economics: Logic of Conflict, Grammar of Commerce.""",bookSection,callforpapers,
Araya,2002,Mexico's NAFTA Trauma: Myth and Reality,bookSection,callforpapers,
Gill,2003,A Neo-Gramscian Approach to European Integration,bookSection,semiotics_phenomenology,
Paul,2004,What Do Great Powers Balance Against and When?,bookSection,GreatPowers,
Lal,2004,Soil and Water Resources of South Asia in an Uncertain Climate,bookSection,foodsecurity,
Rangaswamy,2005,South Asian Diaspora,bookSection,environment,Indian Origin; Indian Population; Liberal Democratic Party; Middle East; South Asian Population
Gray,2005,In defence of the Heartland: Sir Halford Mackinder and his critics a hundred years on,bookSection,Afghanistan,
Karzai,2007,Strengthening Security in Contemporary Afghanistan: Coping with the Taliban,bookSection,taliban,
Laruelle,2007,The Orient in Russian Thought at the Turn of the Century,bookSection,Mackinder,
Buzan,2007,Securitization and Desecuritization,bookSection,securitycomplex,"Security, International"
Guha-Khasnobis,2007,Women and Food Security in South Asia: Current Issues and Emerging Concerns,bookSection,foodsecurity,Developing countries; Food supply; Human rights; Political aspects; Social aspects
Karppinen,2008,Media and the paradoxes of pluralism,bookSection,Geopolitics,
Brauch,2008,Introduction,bookSection,environment,Environmental aspects; Environmental policy; Environmental protection; Global environmental change; Globalization; National security; Political aspects
Hailin,2011,China and South Asian Relations in a New Perspective,bookSection,southasia,POLITICAL SCIENCE / International Relations / General; POLITICAL SCIENCE / World / General; South Asian cooperation
Khan,2011,Asian Economic Integration: A Perspective on  South Asia,bookSection,southasia,
Kondlo,2011,Measuring democracy and ‘good governance’ in Africa: A critique of assumptions and methods,bookSection,africa,
Alpas,2011,Environmental Security and Its Meaning for the State,bookSection,environment,Congresses; Ecoterrorism; Environmental protection
Nat Katin-Borland,2012,Cyberwar: A Real and Growing Threat,bookSection,socialmedia,
Develi,2012,Increased Share of Natural Gas Consumption Compared with other Energy Resources; Structure of Natural Gas Market Demand and Supply,bookSection,energy_statistics,
Scheffran,2012,From ‘Securitization’ of Climate Change to ’Climatization‘ of the Security Field: Comparing Three Theoretical Perspectives,bookSection,climate_change,
Li,2013,Global Energy Politics: 2010—2011,bookSection,GreatPowers,
Dodds,2013,Realism and Geopolitics,bookSection,realism,
Weller,2013,Structure of Twitter: Social and Technical,bookSection,twittergeopolitics2b,Information society; Internet; Online social networks; Social aspects; Twitter
Weller,2013,Structural Layers of Communication on Twitter,bookSection,twittergeopolitics2b,Information society; Internet; Online social networks; Social aspects; Twitter
Johns,2014,"When McLuhan Met Simmel: Form is the Content, Medium is the Message",bookSection,socialmedia,
Tight,2014,Theorising Teaching and Learning in Higher Education Research,bookSection,MGIMO_biblio,
Black-Branch,2014,The Sovereign Right to Peaceful Use of Nuclear Energy and International Environmental Law,bookSection,climate_change,
Buzan,2016,The Logic of Regional Security in the Post-Cold War World,bookSection,securitycomplex,
Cui,2016,High-dimensional network analytics: mapping topic networks in Twitter data during the Arab Spring,bookSection,socialmedia,
Stojanovski,2016,Social Networks VGI: Twitter Sentiment Analysis of Social Hotspots,bookSection,twitteropoliics,
Ciampaglia,2017,Predicting Multiple Risky Behaviors via Multimedia Content,bookSection,socialmedia,
Arduino,2018,"Securing CPEC: Challenges, Responses and Outcomes",bookSection,pakchina_snds,
Marton,2018,Is Afghanistan in the Way or on the Way of the New Silk Road?,bookSection,BRI-EEU,
Cheng,2018,One Belt‚ One Road: A Comparative Regionalism Approach,bookSection,BRI-EEU,
Özyer,2018,Social Network Analysis to Combat Terrorism: 2015 Paris Attacks,bookSection,socialmedia,
Shang,2019,What Is the Belt and Road Initiative?,bookSection,BRI-EEU,
Ye,2020,State-Mobilized Globalization as Policy Analysis,bookSection,BRI-EEU,
Béteille,2020,"Higher Education in South Asia: Rapidly Growing, Diverse, and Unequal",bookSection,environment,
Kumar,2020,Potential for Intraregoinal trade in food products in South Asia,bookSection,foodsecurity,Environmental aspects; Food security; Regionalism; South Asia
Yi,2017,"Belt and Road Forum for International Cooperation: A Meeting of Great Minds for a Better, Shared Future.",conferencePaper,CPEC,"GUTERRES, Antonio, 1949-; INTERNATIONAL cooperation -- Congresses; KIM, Jim Yong, 1959-; PUTIN, Vladimir Vladimirovich, 1952-; XI, Jinping, 1953-"
Vihma,2018,Geoeconomic Analysis and the Limits of Critical Geopolitics: A New Engagement with Edward Luttwak,conferencePaper,callforpapers,
Setiyaningrum,2019,Classification of Twitter Contents using Chi-Square and K-Nearest Neighbour Algorithm,conferencePaper,twittergeopolitics2b,3 media users; 484 billion active social media users; Arabic Sentiment Analysis[7]; Chi-Square; Chi-Square algorithm; Clasisification; Classification algorithms; Feature Selection; Feature extraction; Information Retrival; K-Nearest Neighbour; K-nearest neighbour algorithm; KNN algorithm; Sentiment analysis; Support vector machines; Text categorization; Twitter; Twitter contents; Twitter dataset; chi-square method; classification process; courtesy; fake news; feature selection; nearest neighbor distance K; negative content; negative things; pattern classification; reduced ethics; social media network service; social networking (online); twitter content
World Bank,2022,"Government expenditure on education, total (% of GDP)",dataset,pakgeoecnomics,
World Bank,2023,Access to electricity (% of population),dataset,pakgeoecnomics,
CICA,2002,Alamaty Act,document,SCO,
UNGA,2005,Resolution adopted by the General Assembly on 16 September 2005,document,UNDOC,
MEA.Gov.in,2012,India-Uzbekistan Relations,document,marina,
Sanchez-Cacicedo,2022,Unlocking Afghanistan´s Connectivity Potential,document,Afghanistan,
,2017,The Greater Eurasian Partnership is Getting More and More Popular,forumPost,CPEC,
,2017,RISS Director on the Belt and Road Forum,forumPost,CPEC,
Twitter@ASCenterPak,2019,We have a golden opportunity in the form of #Chinese BRI & CPEC which are maturing right when #Afghanistan is transitioning into peace. The doors of opportunity are open for Afghanistan & beyond: Lt Gen (r) Asif Yasin at CRSS-ASC conference. https://afghanstudiescenter.org/2019/10/24/afghanistan-in-focus-3-a-golden-opportunity-for-the-region/ @vogul1960 https://t.co/qXiqHGE1d1,forumPost,Afghanistan,
Mitrova,2020,Корона-нефтяной обвал. Что ждет российскую энергетику после эпидемии,forumPost,oilrussiachina,
Twitter@mfa_afghanistan,2020,"Happy birthday to Allama Muhammad Iqbal Lahori, the poet of the unity of the Islamic world, the voice of the region’s nations’ language and culture, philosopher, politician, and thinker of the Islamic world.   Asia is one body of water and clay   The Afghan nation is the heart in this body   From its corruption comes the corruption of Asia   From its prosperity comes the prosperity of Asia",forumPost,Afghanistan,
TOLOnews [@TOLOnews],2021,"Sources say 18 passenger flights from Kabul landed in Tajikistan and 28 landed in Termez city in Uzbekistan on Sunday evening. Most of the passengers were airport employees, sources said. These passengers were welcomed in Tajikistan by Afghan ambassador Zahir Aghbar. https://t.co/XQSTIXjAyP",forumPost,taliban_twitter,
Muhammad Jalal [@MJalalAf],2021,"Afghanistan Towards Prosperity Decades later, Uzbek trade convoys reached Pakistan via Afghanistan. The connection between Uzbekistan and Pakistan shows that Afghanistan is now a completely secure country in the region. #Peace https://t.co/210bntIg4g",forumPost,taliban_twitter,
Twitter@CGMeifangZhang,2022,The land corridor through railroad has linked landlocked Afghanistan to China as the first freight train arrived in the border town of Hairatan in Afghanistan's northern Balkh province on Thursday. #globalink https://t.co/wlQvXBvYGW,forumPost,taliban_twitter,
Wallace,2022,"The attack on #NordStream was a terrible attack on European vital infrastructure, it was an act of Environmental Terrorism - A disastrous release of #Methane - Why is the #EU showing so little interest in finding out who did it.? Are they afraid that they won't like the answer..? https://t.co/J6x3zWHtt2",forumPost,environment,
Pashtun Tahfuz Movement Peshawar [@PTM_Peshawar_],2022,"PTM recorded a Protest in Bara Khyber against the ongoing unrest, extra judicial killings and enforced Disappearances in Khyber. #PTMKhyberProtest @ManzoorPashteen https://t.co/tlHOizwnqR",forumPost,pakistan,
Jen Brick Murtazashvili [@jmurtazashvili],2023,Uzbekistan sent a woman to explain food safety and plant quarantine rules for trade to the Taliban.,forumPost,taliban_twitter,
Twitter@zhang_heqing,2023,"Afghanistan, Iran Sign MOUs on Economic Cooperation A delegation of the Afghan Taliban's interim government, led by acting Deputy Prime Minister Mullah Abdul Ghani Baradar, returned to Kabul on Friday with multiple Memorandums of Understanding (MOUs) signed with Iran on economic https://t.co/C471BWSp62",forumPost,taliban_twitter,
Twitter@IranObserver0,2023,"A high-ranking delegation of Taliban, led by deputy Prime Minister Mulla Abdul Ghani Baradar, departed for Iran. The delegation will meet Iranian officials and discuss bilateral economic cooperation. https://t.co/ioTCkroKag",forumPost,taliban_twitter,
Twitter@Kanthan2030,2023,"So, this is the plan that is being disrupted by the Empire of Chaos: “A new railway line running between Khaf in Iran and Herat in Afghanistan has generated much optimism in the two countries” It links China-Tajikistan-Afghanistan-Iran. And will eventually help Russia-India https://t.co/qV9E0363Ec",forumPost,taliban_twitter,
Ma Dashuai [@machinpl],2023,"Only 12% of Africa's external debt is owned to China, and the interest rates of Chinese loans are roughly half that of private lenders. But China is the loan shark here? https://t.co/T3vMFAS6kU",forumPost,BRI-EEU,
Khalid Usman Dawar [@PkmapKhalid],2023,حامد میر صاحب! یہ ان 6 ٹریلینز ڈالر کاپر کے مالکان ھے جہاں کا دورہ کرکے آپ بہت خوش ھورھے ھو. آج بھی شمالی وزیرستان کے آئی ڈی پیز کیمپوں میں ذلیل ھورھے ھیں کیا آپ کھبی زحمت کرینگے کہ آرمی چیف سے پوچھے کہ آخر 9 سال بعد بھی ان لوگوں کو اپنے گھروں میں جانے کی اجازت کیوں نہیں ھے. https://t.co/UJ8CmAniFb,forumPost,pakistan,
Pashtun Tahafuz Movement [@shanyy_PTM],2023,ہم ہر قسم کی جنگ لڑنے کے لیے تیار ہیں مشران کے اشارے کا انتظار ہے بس🔥 #ManzoorPashteen #PTM @ManzoorPashteen #mehsood https://t.co/l0QM09HDGV,forumPost,pakistan,
Imaan Zainab Mazari-Hazir [@ImaanZHazir],2023,#PashtunLongMarch2Islamabad https://t.co/qpw2YZhOLD,forumPost,pakistan,
Pashtun Tahafuz Movement (PTM) پښتون ژغورني غورځنګ [@PashtunTM_Offic],2023,علی وزیر کا ساتھی انکے خدمت میں لگا ہوا باد شاہ پشتین کو بھی عدالت نے اڈیالہ جیل بھیج دیا گیا، امن مانگنے والوں کے خدمت کرنے والے بھی اس ملک میں بڑے مجرم سمجھتے ہیں، پاکستان کے قانون اور نظام میں انصاف مانگنے پر جرنیلوں کی ناراضگی ہوتی ہے #شيم #StopTorturingPTMActivists https://t.co/AjvbHbd08E,forumPost,pakistan,
Twitter@TOLOnews,2024,"Alireza Marhamati, Iran’s Consul General in Herat, said that the annual trade volume between Afghanistan and Iran has reached four billion dollars. According to Iranian media, he said during a visit to Taybad district on Monday that Afghanistan is Iran's most important economic https://t.co/rNoYkHTKQz",forumPost,taliban_twitter,
Twitter@TOLOnews,2024,"Hassan Kazemi Qomi, Iran's ambassador and special representative for Afghanistan, said that Tehran is working to attract Afghan entrepreneurs and private sector investors to invest in Iran’s major projects. Kazemi Qomi, speaking on the sidelines of the first ""International https://t.co/OasmKlSoCY",forumPost,taliban_twitter,
Twitter@AfghanistanTime,2024,"Iran Airtour has officially launched direct flights to Kabul, marking its first-ever service to Taliban-controlled Afghanistan. This new route makes Iran Airtour the fifth Iranian airline to operate in Afghanistan. Taliban transport officials are wooing foreign airlines to fly to https://t.co/OvhiSClO1C",forumPost,taliban_twitter,
Twitter@SReports2,2024,#Afghanistan is one of the 5 top destinations of #Iran's export goods. #Taliban officials want Iranian companies to invest and create jobs in #Afghanistan so that Afghans can return to their country. https://t.co/6f69ncoxkD,forumPost,taliban_twitter,
Twitter@paykhar,2024,"Afghanistan's new Rozanak Railway in Herat, connecting to the Middle East and Europe, celebrates its inaugural export of 1,100 metric tons of mineral stones to Turkey. A landmark step in regional trade and connectivity. #AfghanistanRising https://t.co/XQSjUF1QQx",forumPost,taliban_twitter,
Twitter@majid_kabul,2024,U.S. Anxious ! China-Afghanistan Railway is a done deal ! https://youtu.be/nwTnnT7dptI?si=2YQ9e7fQdoV7M6uY via @YouTube,forumPost,taliban_twitter,
Twitter@SBakhturehman,2024,"Second train is also ready to leave for Turkey from Afghanistan, Afghan railway is committed to a connected world and fast transportation facilities. We not only transport the goods but connect the hearts too. https://t.co/urQUtD97fG",forumPost,taliban_twitter,
Twitter@Alemarahenglish,2024,"The opening of 2 key railway projects, totaling $40 million, signals a commitment to the development of the Turkmenistan-Afghanistan railway, paving the way for increased trade and economic growth in the region. https://t.co/nuzvsnO3qW",forumPost,taliban_twitter,
Twitter@apocalypseos,2024,"🇦🇫 Afghanistan Rising: The Khaf-Herat Railway, a 225 km-long cross-border railway between Iran and Afghanistan is progressing. It is the center of gravity of the corridors connecting East Asia to Europe and the revival of the Silk Road. The Five Nations Railway Corridor dates https://t.co/9ELWTPEHtY",forumPost,taliban_twitter,
Twitter@ZarinTVNetwork,2024,The Taliban embassy in Beijing has announced the inauguration of a new freight railway line connecting China and Afghanistan.,forumPost,Afghanistan,
Twitter@TOLOnews,2024,"Ismatulla Irgashev, Special Representative of Uzbekistan’s President for Afghanistan, met with Oliver Stolpe, the Regional Representative of the United Nations Office on Drugs and Crime for Afghanistan, Central Asia, Iran, and Pakistan. According to a statement from Uzbekistan’s… https://t.co/g4WXpUPDyi",forumPost,taliban_twitter,
Twitter@kgvh6v,2024,Pakistan Stresses Dialogue for Resolving Challenges with Afghanistan. Pakistan’s Foreign Ministry stated that Islamabad has always sought to resolve its challenges with Afghanistan through dialogue. The ministry’s statement also mentioned that Pakistan will continue https://t.co/oP8xgNXfWS,forumPost,taliban_twitter,
Afrasiab Khattak [@a_siab],2024,"Banning PTM less days before the peaceful Pashtun conference is a typical colonial act against an oppressed people, done by the same state that had released TTP’s convicts not long ago. This unfair act will cement the resolve of Pashtun youth to struggle for their rights.",forumPost,pakistan,
Fatima Ayoubi [@FatimaAyoubi005],2024,"#PTM is advocating for justice, peace, & stability in Pashtun region. Pakistani army has killed & disappeared thousand of Pashtuns, committing war crimes,crimes against humanity and genocidal acts. The world should take action and support #PTM. #PashtunNationalCourt11October https://t.co/Jw6Sy9HBXP",forumPost,pakistan,
Habib Khan [@HabibKhanT],2024,"Pakistani police arrested PTM leader and former MNA Ali Wazir ahead of the Pashtun grand gathering on October 11. PTM has been mobilizing Pashtuns against state-sponsored terrorism, standing against the notorious Punjabi dominated Pakistani military. https://t.co/tIBaMU0LnS",forumPost,pakistan,
Habib Khan [@HabibKhanT],2024,"PTM has emerged as a powerful movement among Pashtuns, successfully mobilizing support. As a secular group advocating for rights, Pakistan’s recent ban will only strengthen their resolve for Pashtunistan. https://t.co/cJMkndF0l3",forumPost,pakistan,
Fatima Ayoubi 🇦🇫🕊 [@FatimaAyoubi005],2024,"#PTM is advocating for justice, peace, & stability in Pashtun region. Pakistani army has killed & disappeared thousand of Pashtuns, committing war crimes,crimes against humanity and genocidal acts. The world should take action and support #PTM. #PashtunNationalCourt11October https://t.co/Jw6Sy9HBXP",forumPost,,
Nadz🐉 [@nadzfeministah],2024,"PTM is the only genuine and rational voice of the entire Pashtun nation, advocating for the very basic/fundamental rights of the common people. Yet, it is banned. What a shame!!! https://t.co/tkJcjIysyR",forumPost,pakistan,
Afrasiab Khattak [@a_siab],2024,"Banning PTM less days before the peaceful Pashtun conference is a typical colonial act against an oppressed people, done by the same state that had released TTP’s convicts not long ago. This unfair act will cement the resolve of Pashtun youth to struggle for their rights.",forumPost,pakistan,
Twitter@KSAmofaEN,2025,"The Kingdom of Saudi Arabia expresses its strong condemnation and denunciation of the blatant Israeli aggressions against the brotherly Islamic Republic of Iran, which undermine its sovereignty and security and constitute a clear violation of international laws and norms.",forumPost,securitycomplex,
TOLOnews [@TOLOnews],2025,محمد اسحاق صاحب‌زاده معین راه‌آهن وزارت فواید عامه با مرتضی جعفری معاون اداره راه‌آهن ایران دیدار و گفت‌وگو کرده است. محمد اشرف حق‌شناس سخن‌گوی وزارت فواید عامه، گفته که در این دیدار دو طرف روی افزایش انتقالات از طریق راه‌آهن خواف-هرات، تسهیل روند صادرات، واردات و ترانزیت برای https://t.co/WwsJD0MWoQ,forumPost,Afghanistan,
Pak Afghan Youth Forum [@payf_eng],2025,"Uzbekistan & Afghan Interim Government Extands Railway Contract Uzbekistan has extended its contract with Afghanistan’s Taliban interim government to operate & maintain the Hairatan-Mazar-e-Sharif railway. The agreement was finalized during talks between Ilhom Mahkamov, https://t.co/CRNbUMvEA7",forumPost,Afghanistan,
PTM Dir Official [@PTMDir],2025,Gilaman Wazir: Martyred for Truth | Resistance| PTM | Pashtun Nation| #PTMDIR https://t.co/PL9gv4tpLw,forumPost,pakistan,
TOLOnews English [@TOLONewsEnglish],2025,"Manzoor Pashteen, leader of the Pashtun Tahafuz Movement (PTM), has strongly criticized Pakistan’s forced expulsion of Afghan refugees from various regions of the country. In response to the ongoing deportations, Pashteen said that Afghan families are being evicted from their https://t.co/gwqRyZ0AxA",forumPost,pakistan,
PTM Dir Official [@PTMDir],2025,"Peshawar University: Pashtun students Protest Tomorrow, 15 December. Release Missing Pashtun students. Release PTM Delegation. #WhereIsPTMDelegation https://t.co/qNEl3GWNFu",forumPost,pakistan,
PTM Dir Official [@PTMDir],2025,Gilaman Wazir: Martyred for Truth | Resistance| PTM | Pashtun Nation| #PTMDIR https://t.co/PL9gv4tpLw,forumPost,pakistan,
PTM UK Official [@PTMUK_Official],2026,"Yalda Bazwan, PTM United Kingdom Women’s Head delivered speech during the PTM United Kingdom protest against Pakistan’s ongoing atrocities against Afghan people on both sides of the Durand Line. https://t.co/p65mZWiE6X",forumPost,pakistan,
Clara Lindberg [@lindberg_clara],2026,The struggle of Baloch women is no less than the struggle of Palestinian Women. @Baloch30056206 @wafiaBD02 https://t.co/R6w8ZHCrC4,forumPost,pakistan,
PTM Dir Official [@PTMDir],2026,"Pashtun Tahafuz Movement held a protest in Germany despite heavy rain against the recent Pakistani airstrikes on Afghanistan. These attacks reportedly killed many innocent civilians, children,and targeted homes, hospitals, schools, which protesters described as a clear war crime. https://t.co/OAyx9ATzYJ",forumPost,pakistan,
PTM UK Official [@PTMUK_Official],2026,"Today, members of the Pashtun Tahafuz Movement United Kingdom conducted an awareness campaign in Harrow, London for PTM’s upcoming protest, scheduled for 11 March 2026 at 12:00 o’clock in front of the UK Parliament. The protest is against the Pakistan’s illegal airstrikes on https://t.co/ze6dJcXCcI",forumPost,pakistan,
PTM UK Official [@PTMUK_Official],2026,#FreePTMActivists Silencing voices that demand accountability will not erase the truth. Pashtun activists must be freed now. #FreePTMActivists https://t.co/C9zZMlUgBK,forumPost,pakistan,
TOLOnews English [@TOLONewsEnglish],2026,"Members of the Pashtun Tahafuz Movement (PTM) say that this afternoon (Wednesday), Ataullah Jan, the movement’s leader for Swat district in Khyber Pakhtunkhwa, was shot dead in his village while attempting to resolve a dispute between children of neighboring families. Eight https://t.co/Paj8oehmbe",forumPost,pakistan,
TOLOnews English [@TOLONewsEnglish],2026,"Members of the Pashtun Tahafuz Movement (PTM) say that this afternoon (Wednesday), Ataullah Jan, the movement’s leader for Swat district in Khyber Pakhtunkhwa, was shot dead in his village while attempting to resolve a dispute between children of neighboring families. Eight https://t.co/Paj8oehmbe",forumPost,pakistan,
TOLOnews English [@TOLONewsEnglish],2026,"The leader of the Pashtun Tahafuz Movement (PTM), Manzoor Ahmad Pashteen, announced today (Wednesday) that they plan to hold a protest on January 19 in Switzerland during the World Economic Forum, which will be attended by world leaders including Pakistan’s Prime Minister Shehbaz https://t.co/tSHJitnyZx",forumPost,pakistan,
PTM UK Official [@PTMUK_Official],2026,"In the city of Toronto, Canada, the Pashtun Tahafuz Movement held a demonstration in front of the Pakistani consulate against Pakistan’s illegal attacks on Afghanistan. Similarly, PTM United Kingdom has announced a protest in front of the UK Parliament on 11 March 2026 at 12:00. https://t.co/fMQVRoJwh7",forumPost,pakistan,
PTM UK Official [@PTMUK_Official],2026,#FreePTMActivists Silencing voices that demand accountability will not erase the truth. Pashtun activists must be freed now. #FreePTMActivists https://t.co/C9zZMlUgBK,forumPost,pakistan,
PTM UK Official [@PTMUK_Official],2026,"Today, members of the Pashtun Tahafuz Movement United Kingdom conducted an awareness campaign in Harrow, London for PTM’s upcoming protest, scheduled for 11 March 2026 at 12:00 o’clock in front of the UK Parliament. The protest is against the Pakistan’s illegal airstrikes on https://t.co/ze6dJcXCcI",forumPost,pakistan,
Chomsky,2019,RT News: On-air livestream 24/7 (HD) - YouTube,interview,securitycomplex,
Zhang,0000,"From media hype to twitter storm: news explosions and their impact on issues, crises and public opinion.",journalArticle,twittergeopolitics2b,
Ceron,0000,ISIS at Its Apogee: The Arabic Discourse on Twitter and What We Can Learn From That About ISIS Support and Foreign Fighters.,journalArticle,twittergeopolitics2b,Arabic social media; ISIS; foreign fighters; sentiment analysis; terrorism
